payroll_id,netid
082095,kyh09001
082475,lej05001
082999,mig22008
083248,amm09010
083810,cja04002
084568,jed09014
086794,chs09004
086929,aga09003
087002,scn09001
087004,crv09002
087015,asn11001
087130,cnb09006
087188,mjl09005
087294,faa09001
087345,sjr01004
087573,crt09001
087746,mac98003
088140,syp09004
088391,mbw09002
088815,beo09002
090769,sed18010
091597,dfd09003
092292,tmv09002
092394,geb09004
092507,lmh09010
092834,ebm09004
093185,mac09047
093496,abu09001
093809,jvv07001
093851,kam04010
093896,jbb12001
094058,deb10002
095101,div10001
095726,apc10004
098180,yim10002
098453,kmz05003
098708,yop10001
098758,jil10003
099035,jlg10010
099202,rnk10001
099747,kep10008
099805,smz10001
